,p,to,q
2001,145058.666137,27.2866666667,1102375.95922
2002,137160.962418,27.3133333333,1009543.45468
2003,140308.727248,27.34,1058332.86523
2004,146130.894155,27.3666666667,1111327.04068
2005,138165.540054,27.3933333333,1018127.34446
2006,141309.403305,27.42,1066870.69867
2007,147164.460202,27.4466666667,1119848.34286
2008,139138.171532,27.4733333333,1026369.42091
2009,142291.744089,27.5,1075222.11012
2010,148183.907377,27.5266666667,1128223.76738
2011,140097.218482,27.5533333333,1034466.6841
2012,143258.376452,27.58,1083413.15298
2013,149197.42056,27.6066666667,1136553.16612
2014,141049.223332,27.6333333333,1042478.67712
2015,150197.597448,27.66,1155446.08853
2016,142111.457502,27.6866666667,1049167.92208
2017,144984.314342,27.7133333333,1098341.732
2018,151017.473377,27.74,1151468.6257
2019,142751.326936,27.7666666667,1056831.28118
2020,145925.85188,27.7933333333,1105989.04334
2021,151981.070498,27.82,1159380.14008
2022,143678.327741,27.8466666667,1064628.25581
2023,146857.95771,27.8733333333,1113847.19163
2024,152939.17201,27.9,1167170.97005
2025,144570.146235,27.9266666667,1072049.46544
2026,147751.613566,27.9533333333,1121324.14632
2027,153870.897762,27.98,1174719.00438
2028,145450.870712,28.0066666667,1079358.20493
2029,154824.508817,28.0333333333,1193638.22792
2030,146532.584075,28.06,1085955.12408
2031,149433.154502,28.0866666667,1135826.73234
2032,155673.609161,28.1133333333,1189392.05044
2033,147146.114737,28.14,1093540.14952
2034,150350.52835,28.1666666667,1143122.34387
2035,156581.417842,28.1933333333,1196708.95541
2036,148006.590436,28.22,1100619.81419
2037,151215.997878,28.2466666667,1150288.55088
2038,157491.292856,28.2733333333,1204017.3386
2039,148881.720628,28.3,1107838.31309
2040,158425.986491,28.31,1223264.31499
2041,149931.176557,28.32,1114383.60278
2042,152756.863258,28.33,1164412.89476
2043,159052.450195,28.34,1218036.57468
2044,150244.445915,28.35,1121074.17679
2045,159747.695269,28.36,1236613.00915
2046,151118.851835,28.37,1126876.29238
2047,153899.353019,28.38,1177084.62674
2048,160229.336316,28.39,1230931.29755
2049,151347.806058,28.4,1133643.35513
2050,154467.19015,28.41,1183691.97357
2051,160763.763744,28.42,1237556.48224
2052,151842.678657,28.43,1139928.48285
2053,161387.594663,28.44,1256142.31466
2054,152677.131999,28.45,1145530.59159
2055,155427.267136,28.46,1195995.34366
2056,161809.726788,28.47,1249947.94899
2057,152830.623796,28.48,1151961.4666
2058,162432.717505,28.49,1268821.14791
2059,153690.878214,28.5,1157748.51766
2060,156435.242926,28.51,1208461.52873
2061,162859.93813,28.52,1262497.9609
2062,153807.944009,28.53,1163940.38195
2063,163429.454293,28.54,1281092.40947
2064,154635.764401,28.55,1169366.30239
2065,157365.988306,28.56,1220262.67392
2066,163841.328956,28.57,1274498.71446
2067,154748.187858,28.58,1175646.22419
2068,164418.818666,28.59,1293366.99223
2069,155590.262977,28.6,1181109.50952
2070,158337.002253,28.61,1232496.35715
2071,164842.688091,28.62,1286639.22706
2072,155661.906577,28.63,1187069.23097
2073,165344.882425,28.64,1305054.25818
2074,156466.259705,28.65,1192122.33366
2075,159175.079205,28.66,1243447.09705
2076,165734.814464,28.67,1297892.36939
2077,156519.780194,28.68,1198024.46344
2078,166243.475909,28.69,1316523.24162
2079,157329.889744,28.7,1203028.71028
2080,160017.95527,28.71,1254455.14049
2081,166600.361224,28.72,1308841.74471
2082,157323.380133,28.73,1208445.61338
2083,167073.222891,28.74,1327355.3477
2084,158134.735179,28.75,1213392.86419
2085,160827.549144,28.76,1265172.45297
2086,167464.094402,28.77,1319783.8022
2087,158143.321036,28.78,1219005.48752
2088,167928.607249,28.79,1338387.6245
2089,158950.294819,28.8,1223797.94345
2090,161617.4475,28.81,1275635.71512
2091,168279.369176,28.82,1330231.77619
2092,158907.001706,28.83,1229007.72444
2093,168731.874628,28.84,1348931.37271
2094,159742.242878,28.85,1233984.76013
2095,169174.299919,28.86,1354691.56564
2096,160211.35857,28.87,1239241.38708
2097,162857.505275,28.88,1291398.4882
2098,169583.57821,28.89,1346158.08534
2099,160130.473481,28.9,1244282.99926
2100,170018.109221,28.9183333333,1364872.78774
2101,161135.509652,28.9366666667,1250482.27497
2102,170684.996083,28.955,1371938.70555
2103,161724.161768,28.9733333333,1255847.47114
2104,164444.039723,28.9916666667,1308606.14487
2105,171336.078935,29.01,1363709.58215
2106,161854.232942,29.0283333333,1261272.86731
2107,171890.437154,29.0466666667,1382604.19637
2108,162821.513735,29.065,1265856.57381
2109,165547.136086,29.0833333333,1318695.06833
2110,172509.679958,29.1016666667,1373930.5313
2111,162954.904002,29.12,1270935.19356
2112,173078.563355,29.1383333333,1392965.85026
2113,163982.049846,29.1566666667,1275827.26723
2114,173675.157187,29.175,1398587.79006
2115,164604.544041,29.1933333333,1280958.21438
2116,167330.030065,29.2116666667,1334175.71331
2117,174387.114127,29.23,1389525.12453
2118,164743.430956,29.2483333333,1286166.6315
2119,174977.838275,29.2666666667,1408951.83311
2120,165802.263729,29.285,1291088.92944
2121,175597.29809,29.3033333333,1414749.57964
2122,166446.002963,29.3216666667,1296325.20799
2123,169177.465208,29.34,1349958.09085
2124,176336.088603,29.3583333333,1405505.33956
2125,166565.724179,29.3766666667,1301458.19585
2126,176897.113464,29.395,1424940.65081
2127,167631.712891,29.4133333333,1306271.79258
2128,177530.076782,29.4316666667,1430884.75966
2129,168308.825476,29.45,1311776.357
2130,171045.215109,29.4683333333,1365819.45321
2131,178298.448396,29.4866666667,1421503.92714
2132,168398.122234,29.505,1316768.42616
2133,178819.711843,29.5233333333,1440890.05971
2134,169442.74412,29.5416666667,1321207.88016
2135,179414.405719,29.56,1446535.36234
2136,170203.604035,29.5783333333,1327571.42769
2137,180214.783879,29.5966666667,1453124.3703
2138,170842.958639,29.615,1332660.15277
2139,173571.684608,29.6333333333,1387204.91328
2140,180961.351064,29.6516666667,1443148.4999
2141,170897.22063,29.67,1337620.8762
2142,181469.392362,29.6883333333,1462870.2687
2143,171980.239445,29.7066666667,1342188.06156
2144,182082.837886,29.725,1468723.2777
2145,172653.169853,29.7433333333,1347614.07163
2146,175398.02522,29.7616666667,1402717.57418
2147,182899.611793,29.78,1458939.78451
2148,172723.915235,29.7983333333,1352876.00112
2149,183402.522391,29.8166666667,1478924.60378
2150,173816.698115,29.835,1357324.60811
2151,184002.920749,29.8533333333,1484685.42468
2152,174498.291801,29.8716666667,1362811.58042
2153,177262.103966,29.89,1418517.2384
2154,184883.426674,29.9083333333,1475047.07668
2155,174594.12046,29.9266666667,1368438.38569
2156,185205.830836,29.945,1493591.62878
2157,175930.712794,29.9633333333,1375400.02546
2158,185717.698352,29.9816666667,1497862.01882
2159,176636.052781,30.0,1381502.4062
2160,174164.873112,30.0,1385100.33555
2161,163574.769323,30.0,1273125.68823
2162,166688.887682,30.0,1327044.92219
2163,173647.790477,30.0,1383555.34172
2164,163817.97407,30.0,1277844.91865
2165,173843.443998,30.0,1403492.28823
2166,164495.853931,30.0,1282343.51519
2167,174074.785901,30.0,1409295.37894
2168,164824.137972,30.0,1287814.4155
2169,167345.867808,30.0,1343192.80867
2170,174379.921754,30.0,1399662.59386
2171,164481.215624,30.0,1293061.48596
2172,174400.452556,30.0,1417721.97069
2173,165456.30168,30.0,1300005.43799
2174,174674.478789,30.0,1422497.23681
2175,165874.288202,30.0,1305969.87201
2176,168202.548661,30.0,1358241.67261
2177,175285.7384,30.0,1415593.04717
2178,165630.605225,30.0,1310964.58946
2179,175456.604387,30.0,1431694.35376
2180,166688.976273,30.0,1319531.05965
2181,175563.492959,30.0,1436784.85436
2182,167196.064928,30.0,1325666.27956
2183,176458.340003,30.0,1441025.81058
2184,167823.820987,30.0,1330573.67158
2185,169571.486735,30.0,1380172.23085
2186,178621.094706,30.0,1432823.48316
2187,166544.279335,30.0,1334231.5165
2188,178871.456668,30.0,1448403.11079
2189,168248.131679,30.0,1341111.86494
2190,178714.951325,30.0,1454230.12574
2191,169350.753471,30.0,1345727.71092
2192,170161.224808,30.0,1397502.90156
2193,182324.775994,30.0,1445548.72201
2194,166683.670014,30.0,1351983.24068
2195,181530.560446,30.0,1462255.65819
2196,169293.635465,30.0,1357180.76225
2197,180814.112644,30.0,1468793.72656
2198,170741.629187,30.0,1361756.26339
2199,171615.002713,30.0,1413480.82928
2200,184556.371953,30.0,1460240.0773
2201,167143.992281,30.0,1371383.80819
2202,183838.385275,30.0,1477266.57083
2203,170448.44069,30.0,1373462.28508
2204,182834.200813,30.0,1484101.55406
2205,172100.45968,30.0,1377730.7766
2206,173048.97169,30.0,1430228.75715
2207,186483.466174,30.0,1475932.23726
2208,168474.621648,30.0,1389558.90162
2209,185736.058525,30.0,1494644.85776
2210,171943.480638,30.0,1391270.0716
2211,184597.735824,30.0,1501814.58994
2212,173623.834264,30.0,1395585.19704
2213,174564.554198,30.0,1448497.50566
2214,188322.630863,30.0,1493802.76936
2215,169652.410974,30.0,1407798.49252
2216,187385.927857,30.0,1512111.27797
2217,173270.002619,30.0,1409076.75282
2218,186151.901704,30.0,1519588.96443
2219,174977.461114,30.0,1413378.03663
2220,193309.441371,30.01,1568276.46879
2221,210624.624565,30.02,1609224.88363
2222,185335.456367,30.03,1529938.29572
2223,207105.531668,30.04,1630362.03096
2224,190286.208115,30.05,1529337.51125
2225,205652.549909,30.06,1638057.48245
2226,192476.719522,30.07,1533471.26791
2227,194349.025487,30.08,1585828.84601
2228,209216.541739,30.09,1630961.41234
2229,188429.352797,30.1,1546849.95396
2230,208492.286815,30.11,1649950.1156
2231,192298.05809,30.12,1548372.9066
2232,195829.178679,30.13,1598732.87846
2233,209583.910852,30.14,1644670.45133
2234,189475.163824,30.15,1559754.13283
2235,209109.803449,30.16,1663668.83295
2236,193165.678988,30.17,1562067.68495
2237,207767.306444,30.18,1672377.61521
2238,194946.699769,30.19,1567063.03619
2239,196336.547897,30.2,1620274.01731
2240,211584.370074,30.21,1664657.92099
2241,190279.286922,30.22,1581201.18716
2242,210682.780144,30.23,1684271.32125
2243,194299.116361,30.24,1582935.16849
2244,197937.174671,30.25,1633904.37914
2245,211911.62963,30.26,1679764.01524
2246,191509.974125,30.27,1595258.39891
2247,211453.356966,30.28,1698949.78252
2248,195277.824093,30.29,1596997.16235
2249,198517.751261,30.3,1646215.6318
2250,212558.955179,30.31,1691973.74443
2251,192105.947035,30.32,1607796.63344
2252,212138.093029,30.33,1711661.26204
2253,195896.662254,30.34,1609645.15165
2254,199344.775008,30.35,1661028.8308
2255,213579.166875,30.36,1706315.41734
2256,192824.285135,30.37,1622280.44987
2257,213080.906703,30.38,1725901.93556
2258,196713.007841,30.39,1623950.50359
2259,200254.089037,30.4,1675757.41181
2260,214603.286809,30.41,1721004.92896
2261,193712.540883,30.42,1637241.79605
2262,214124.804532,30.43,1740721.43693
2263,197622.023085,30.44,1638411.84482
2264,201194.069717,30.45,1690270.21826
2265,215610.447052,30.46,1735368.23631
2266,194637.987116,30.47,1652024.29457
2267,215231.950874,30.48,1755718.82172
2268,198645.359533,30.49,1653373.99097
2269,202253.354369,30.5,1705501.42348
2270,216756.245774,30.51,1750189.97978
2271,195582.805728,30.52,1666861.61644
2272,216344.992528,30.53,1770325.59867
2273,199622.031427,30.54,1667928.34677
2274,203332.843051,30.55,1720544.15351
2275,217955.807861,30.56,1765201.74019
2276,196630.129095,30.57,1682269.14824
2277,205783.362018,30.58,1726057.5457
2278,216726.785546,30.59,1775029.48638
2279,198434.985775,30.6,1687415.67509
2280,217261.134749,30.6,1794402.3421
2281,201267.712965,30.6,1685642.25479
2282,204032.844219,30.6,1740464.16237
2283,219442.120134,30.6,1783668.33528
2284,197439.796407,30.6,1702154.11912
2285,206943.23251,30.6,1745415.09981
2286,217767.129851,30.6,1794631.132
2287,199515.692966,30.6,1706847.53363
2288,218322.529056,30.6,1814233.70955
2289,202734.903269,30.6,1708866.20783
2290,205506.584002,30.6,1764187.17177
2291,221071.127095,30.6,1806715.00232
2292,198832.651406,30.6,1726015.80312
2293,208474.047347,30.6,1769090.87596
2294,219332.440508,30.6,1818305.69752
2295,200983.68094,30.6,1730486.11469
2296,208002.986128,30.6,1778400.71694
2297,220603.43611,30.6,1825087.89155
2298,200683.347995,30.6,1740126.54537
2299,220841.659089,30.6,1845686.37236
2300,204391.826801,30.6,1740913.71481
2301,207707.70125,30.6,1796390.05771
2302,223193.748987,30.6,1838437.42009
2303,200851.624277,30.6,1758328.48166
2304,210612.614452,30.6,1801163.5988
2305,221490.641668,30.6,1849514.81616
2306,203247.948315,30.6,1763384.26266
2307,210062.966524,30.6,1809865.45504
2308,223079.963765,30.6,1856378.91181
2309,202938.944314,30.6,1773463.6089
2310,210846.916458,30.6,1815975.08312
2311,222293.110547,30.6,1853393.84065
2312,206246.167234,30.6,1794119.12987
2313,222027.436069,30.6,1854416.64911
2314,209040.647752,30.6,1807645.55118
2315,208257.091125,30.6,1808484.91667
2316,229303.771928,30.6,1872182.18461
2317,204561.74545,30.6,1799413.53795
2318,209911.646128,30.6,1811671.09207
2319,233339.285103,30.6,1885364.85627
2320,201167.526526,30.6,1788914.81829
2321,214041.952436,30.6,1825059.52747
2322,234173.852033,30.6,1889096.48949
2323,199066.931365,30.6,1783458.94752
2324,218476.695257,30.6,1841454.73099
2325,232678.798859,30.6,1887286.85357
2326,199759.67619,30.6,1785962.26582
2327,221431.905437,30.6,1848764.55055
2328,232684.230621,30.6,1888364.72867
2329,200471.049915,30.6,1790339.14494
2330,222628.448109,30.6,1852725.30416
2331,233102.44522,30.6,1890326.50617
2332,201224.747339,30.6,1794308.33547
2333,223815.178588,30.6,1857012.87858
2334,213932.294099,30.6,1831263.63831
2335,236686.324881,30.6,1899507.13378
2336,200280.8398,30.6,1792875.39919
2337,225371.738233,30.6,1862696.6507
2338,233662.515767,30.6,1894816.15388
2339,201238.20176,30.6,1796718.93629
2340,226622.728427,30.6,1867510.1357
2341,233940.470046,30.6,1897171.82943
2342,201718.53297,30.6,1799692.6259
2343,227647.55346,30.6,1871900.52121
2344,234241.213569,30.6,1899716.13394
2345,201195.683273,30.6,1799419.36239
2346,229616.904306,30.6,1878867.8824
2347,213983.222194,30.6,1838504.84791
2348,239306.130099,30.6,1912547.97356
2349,201172.791431,30.6,1802294.95574
2350,229048.616004,30.6,1879471.68458
2351,234190.479943,30.6,1903564.38822
2352,205173.997598,30.6,1816360.579
2353,226114.812839,30.6,1873252.66171
2354,236601.977453,30.6,1910786.6638
2355,207620.674575,30.6,1825800.13811
2356,222864.189087,30.6,1866233.73293
2357,219615.327796,30.6,1858247.08266
2358,239190.230821,30.6,1918366.56602
2359,210085.475154,30.6,1835187.93326
2360,217973.614343,30.6,1853905.4232
2361,243278.87816,30.6,1930229.33111
2362,211103.004829,30.6,1837939.78654
2363,217423.658537,30.6,1854699.41087
2364,225834.402706,30.6,1877482.67409
2365,234643.58542,30.6,1911602.43649
2366,215598.752122,30.6,1841407.34357
2367,219286.086599,30.6,1863807.13564
2368,225956.776783,30.6,1879119.3514
2369,230608.189398,30.6,1903132.11426
2370,219353.998624,30.6,1843869.29452
2371,220631.236407,30.6,1871431.94162
2372,234529.360069,30.6,1912851.89124
2373,218850.173617,30.6,1843375.70297
2374,221600.763147,30.6,1871117.79063
2375,223936.079372,30.6,1862829.00968
2376,231496.759222,30.6,1910733.56527
2377,220802.636047,30.6,1842682.20001
2378,221223.98876,30.6,1867238.94755
2379,224181.456612,30.6,1860926.96798
2380,230744.792548,30.6,1912726.94184
2381,221877.251325,30.6,1837095.3273
2382,220690.799093,30.6,1867041.21511
2383,224865.970484,30.6,1858214.81264
2384,231086.440489,30.6,1918265.2303
2385,220965.618508,30.6,1827303.09875
2386,221101.820493,30.6,1869672.58334
2387,225192.78194,30.6,1854893.00894
2388,231070.013944,30.6,1921674.67454
2389,220180.041708,30.6,1819611.52052
2390,221429.027384,30.6,1871641.82732
2391,225254.897152,30.6,1852045.9535
2392,230576.632197,30.6,1920383.8209
2393,220344.641779,30.6,1818272.94059
2394,221214.329661,30.6,1871164.03163
2395,225288.488813,30.6,1851484.54281
2396,219806.024026,30.6,1856572.9057
2397,233532.470411,30.6,1914197.27046
2398,217354.204936,30.6,1818316.86329
2399,222009.839523,30.6,1867132.82661
2400,223923.567378,30.6,1850193.22788
2401,230530.251333,30.6,1917740.43547
2402,219661.473267,30.6,1816763.1805
2403,220845.99828,30.6,1868852.83616
2404,224787.490214,30.6,1850292.03448
2405,219468.006233,30.6,1854976.36955
2406,232949.906361,30.6,1912125.44382
2407,216924.317101,30.6,1816327.94658
2408,221469.772872,30.6,1864871.32734
2409,223451.581493,30.6,1848219.48042
2410,219358.598016,30.6,1851413.4619
2411,232068.283951,30.6,1909518.83752
2412,216710.756464,30.6,1813443.62794
2413,220843.849736,30.6,1862458.49251
2414,223073.129133,30.6,1845771.79258
